2
Frequency=2450(MHz)

Phi	Theta	E Total. dB
0.5890486225	-3.1415926536	-8.68374242054672
0.5890486225	-3.0925052684	-7.20086091676012
0.5890486225	-3.0434178832	-4.98504686668784
0.5890486225	-2.994330498	-2.79867254049644
0.5890486225	-2.9452431127	-0.917910283815906
0.5890486225	-2.8961557275	0.618387850827924
0.5890486225	-2.8470683423	1.83888383954848
0.5890486225	-2.7979809571	2.78300932012048
0.5890486225	-2.7488935719	3.48657270281248
0.5890486225	-2.6998061867	3.98046189907952
0.5890486225	-2.6507188015	4.2899297243945
0.5890486225	-2.6016314163	4.44239890933103
0.5890486225	-2.552544031	4.45144060097665
0.5890486225	-2.5034566458	4.34052279959952
0.5890486225	-2.4543692606	4.12419652221523
0.5890486225	-2.4052818754	3.82389183651216
0.5890486225	-2.3561944902	3.44533609477087
0.5890486225	-2.307107105	3.00773293493055
0.5890486225	-2.2580197198	2.52022645956463
0.5890486225	-2.2089323346	1.99401475984423
0.5890486225	-2.1598449493	1.4375668741785
0.5890486225	-2.1107575641	0.860997139489948
0.5890486225	-2.0616701789	0.27640891749473
0.5890486225	-2.0125827937	-0.30339892157008
0.5890486225	-1.9634954085	-0.865730607380106
0.5890486225	-1.9144080233	-1.40088808647293
0.5890486225	-1.8653206381	-1.90400822021675
0.5890486225	-1.8162332529	-2.37877252817171
0.5890486225	-1.7671458676	-2.84167494878333
0.5890486225	-1.7180584824	-3.31399240221962
0.5890486225	-1.6689710972	-3.82282017769586
0.5890486225	-1.619883712	-4.39065383803971
0.5890486225	-1.5707963268	-5.03421020551019
0.5890486225	-1.5217089416	-5.75227795156495
0.5890486225	-1.4726215564	-6.52030120045973
0.5890486225	-1.4235341712	-7.28100984057115
0.5890486225	-1.3744467859	-7.94331131573518
0.5890486225	-1.3253594007	-8.40551791794278
0.5890486225	-1.2762720155	-8.60221918799943
0.5890486225	-1.2271846303	-8.55257028527802
0.5890486225	-1.1780972451	-8.33416756343074
0.5890486225	-1.1290098599	-8.04072394859154
0.5890486225	-1.0799224747	-7.73131067841984
0.5890486225	-1.0308350895	-7.43225425167745
0.5890486225	-0.9817477042	-7.13578215884467
0.5890486225	-0.932660319	-6.82515964360071
0.5890486225	-0.8835729338	-6.47864851004328
0.5890486225	-0.8344855486	-6.09312787511424
0.5890486225	-0.7853981634	-5.68408679058553
0.5890486225	-0.7363107782	-5.27719309746351
0.5890486225	-0.687223393	-4.90455846963056
0.5890486225	-0.6381360078	-4.59673360292797
0.5890486225	-0.5890486225	-4.37805281839938
0.5890486225	-0.5399612373	-4.26305285115521
0.5890486225	-0.49087385212	-4.26856889088452
0.5890486225	-0.44178646691	-4.39825522268083
0.5890486225	-0.3926990817	-4.66014204541041
0.5890486225	-0.34361169649	-5.05365789650873
0.5890486225	-0.29452431127	-5.57375772660789
0.5890486225	-0.24543692606	-6.20057538533453
0.5890486225	-0.19634954085	-6.88093111550715
0.5890486225	-0.14726215564	-7.52359801240278
0.5890486225	-0.09817477042	-7.98387650316176
0.5890486225	-0.049087385212	-8.11440922221798
0.5890486225	0	-7.84984076173046
0.5890486225	0.049087385212	-7.26342725111308
0.5890486225	0.09817477042	-6.51112721071078
0.5890486225	0.14726215564	-5.72887831476094
0.5890486225	0.19634954085	-5.0098329525005
0.5890486225	0.24543692606	-4.39765119969522
0.5890486225	0.29452431127	-3.9144118229206
0.5890486225	0.34361169649	-3.56297737682331
0.5890486225	0.3926990817	-3.33974124349491
0.5890486225	0.44178646691	-3.23178108597224
0.5890486225	0.49087385212	-3.22196957081903
0.5890486225	0.5399612373	-3.28248622358557
0.5890486225	0.5890486225	-3.37870732238944
0.5890486225	0.6381360078	-3.46843953423376
0.5890486225	0.687223393	-3.51334309539151
0.5890486225	0.7363107782	-3.49151232716316
0.5890486225	0.7853981634	-3.4109734882465
0.5890486225	0.8344855486	-3.30321824272644
0.5890486225	0.8835729338	-3.21754859593553
0.5890486225	0.932660319	-3.20199716079368
0.5890486225	0.9817477042	-3.29485702509286
0.5890486225	1.0308350895	-3.51144731490431
0.5890486225	1.0799224747	-3.8378312947552
0.5890486225	1.1290098599	-4.22541218649191
0.5890486225	1.1780972451	-4.59171666868706
0.5890486225	1.2271846303	-4.83957737395923
0.5890486225	1.2762720155	-4.89881454445444
0.5890486225	1.3253594007	-4.78212852360159
0.5890486225	1.3744467859	-4.57276780668559
0.5890486225	1.4235341712	-4.37441263673231
0.5890486225	1.4726215564	-4.26500540448075
0.5890486225	1.5217089416	-4.26944103414641
0.5890486225	1.5707963268	-4.3595882346828
0.5890486225	1.619883712	-4.45514039967052
0.5890486225	1.6689710972	-4.44580257179146
0.5890486225	1.7180584824	-4.24765531574216
0.5890486225	1.7671458676	-3.86161773414222
0.5890486225	1.8162332529	-3.37488954022492
0.5890486225	1.8653206381	-2.90702861077218
0.5890486225	1.9144080233	-2.55373029530483
0.5890486225	1.9634954085	-2.37049404495273
0.5890486225	2.0125827937	-2.37428185962553
0.5890486225	2.0616701789	-2.54568412332081
0.5890486225	2.1107575641	-2.83094009317113
0.5890486225	2.1598449493	-3.14568526655433
0.5890486225	2.2089323346	-3.39722725818086
0.5890486225	2.2580197198	-3.52876027819398
0.5890486225	2.307107105	-3.55339175887932
0.5890486225	2.3561944902	-3.55634863964244
0.5890486225	2.4052818754	-3.64842302290521
0.5890486225	2.4543692606	-3.9287882609629
0.5890486225	2.5034566458	-4.47037825883453
0.5890486225	2.552544031	-5.30835659319796
0.5890486225	2.6016314163	-6.41860022452175
0.5890486225	2.6507188015	-7.64724222439299
0.5890486225	2.6998061867	-8.62571516771849
0.5890486225	2.7488935719	-8.90032242612486
0.5890486225	2.7979809571	-8.45823431096021
0.5890486225	2.8470683423	-7.76238158363774
0.5890486225	2.8961557275	-7.23619887359714
0.5890486225	2.9452431127	-7.09501218908509
0.5890486225	2.994330498	-7.39906506819958
0.5890486225	3.0434178832	-8.08519824360887
0.5890486225	3.0925052684	-8.79454067001007
0.5890486225	3.1415926536	-8.68374242054672
0.6381360078	-3.1415926536	-8.68454591539543
0.6381360078	-3.0925052684	-7.295549507329
0.6381360078	-3.0434178832	-5.1066677893995
0.6381360078	-2.994330498	-2.90249325403381
0.6381360078	-2.9452431127	-0.994654672141926
0.6381360078	-2.8961557275	0.571459331959466
0.6381360078	-2.8470683423	1.82262612071791
0.6381360078	-2.7979809571	2.79775788152011
0.6381360078	-2.7488935719	3.53323296545995
0.6381360078	-2.6998061867	4.06023287476225
0.6381360078	-2.6507188015	4.40756208030299
0.6381360078	-2.6016314163	4.58668129960255
0.6381360078	-2.552544031	4.62960443071062
0.6381360078	-2.5034566458	4.54603688099896
0.6381360078	-2.4543692606	4.35292692328171
0.6381360078	-2.4052818754	4.07122904808089
0.6381360078	-2.3561944902	3.70256589080496
0.6381360078	-2.307107105	3.27113537848811
0.6381360078	-2.2580197198	2.78557743063645
0.6381360078	-2.2089323346	2.25835254131156
0.6381360078	-2.1598449493	1.7030954477204
0.6381360078	-2.1107575641	1.13118303015012
0.6381360078	-2.0616701789	0.552594779146086
0.6381360078	-2.0125827937	-0.0218839021435628
0.6381360078	-1.9634954085	-0.582845666082069
0.6381360078	-1.9144080233	-1.12561740103744
0.6381360078	-1.8653206381	-1.64908688716133
0.6381360078	-1.8162332529	-2.15442815528331
0.6381360078	-1.7671458676	-2.65415781435871
0.6381360078	-1.7180584824	-3.15957386849037
0.6381360078	-1.6689710972	-3.689319026032
0.6381360078	-1.619883712	-4.26038062197204
0.6381360078	-1.5707963268	-4.88736817735198
0.6381360078	-1.5217089416	-5.57097725734746
0.6381360078	-1.4726215564	-6.297195152123
0.6381360078	-1.4235341712	-7.02281579482537
0.6381360078	-1.3744467859	-7.67243709644434
0.6381360078	-1.3253594007	-8.15552881283352
0.6381360078	-1.2762720155	-8.39634517058255
0.6381360078	-1.2271846303	-8.38278104600655
0.6381360078	-1.1780972451	-8.16701905922628
0.6381360078	-1.1290098599	-7.84385947449796
0.6381360078	-1.0799224747	-7.48047255294442
0.6381360078	-1.0308350895	-7.11936865321435
0.6381360078	-0.9817477042	-6.77014142967218
0.6381360078	-0.932660319	-6.42338061221391
0.6381360078	-0.8835729338	-6.06370287073855
0.6381360078	-0.8344855486	-5.68578810908593
0.6381360078	-0.7853981634	-5.29335578970831
0.6381360078	-0.7363107782	-4.90372207736086
0.6381360078	-0.687223393	-4.5441132492384
0.6381360078	-0.6381360078	-4.24127019879074
0.6381360078	-0.5890486225	-4.01767760715872
0.6381360078	-0.5399612373	-3.8970217531231
0.6381360078	-0.49087385212	-3.89398040154842
0.6381360078	-0.44178646691	-4.02126114080324
0.6381360078	-0.3926990817	-4.28820256525921
0.6381360078	-0.34361169649	-4.69840975489963
0.6381360078	-0.29452431127	-5.25049905970336
0.6381360078	-0.24543692606	-5.9245859510379
0.6381360078	-0.19634954085	-6.67409630148472
0.6381360078	-0.14726215564	-7.39884984003546
0.6381360078	-0.09817477042	-7.93954046538529
0.6381360078	-0.049087385212	-8.11517080366865
0.6381360078	0	-7.8486143912566
0.6381360078	0.049087385212	-7.22228086860784
0.6381360078	0.09817477042	-6.41409682704138
0.6381360078	0.14726215564	-5.58080837581753
0.6381360078	0.19634954085	-4.82050164775433
0.6381360078	0.24543692606	-4.17940972843842
0.6381360078	0.29452431127	-3.67611773053209
0.6381360078	0.34361169649	-3.31173421926709
0.6381360078	0.3926990817	-3.08403631796078
0.6381360078	0.44178646691	-2.97908265509143
0.6381360078	0.49087385212	-2.98018420957739
0.6381360078	0.5399612373	-3.06129544587808
0.6381360078	0.5890486225	-3.18466760923095
0.6381360078	0.6381360078	-3.30737868579564
0.6381360078	0.687223393	-3.38467623123747
0.6381360078	0.7363107782	-3.39057291784185
0.6381360078	0.7853981634	-3.32245634100199
0.6381360078	0.8344855486	-3.21588202608918
0.6381360078	0.8835729338	-3.1193278923537
0.6381360078	0.932660319	-3.0853097120379
0.6381360078	0.9817477042	-3.15624239238052
0.6381360078	1.0308350895	-3.35068109305398
0.6381360078	1.0799224747	-3.65745978622385
0.6381360078	1.1290098599	-4.03280537222
0.6381360078	1.1780972451	-4.39475350788015
0.6381360078	1.2271846303	-4.64640063935953
0.6381360078	1.2762720155	-4.71888103289692
0.6381360078	1.3253594007	-4.61593466331463
0.6381360078	1.3744467859	-4.42066942470104
0.6381360078	1.4235341712	-4.23162478107004
0.6381360078	1.4726215564	-4.12965526050471
0.6381360078	1.5217089416	-4.14519564825579
0.6381360078	1.5707963268	-4.25314911509423
0.6381360078	1.619883712	-4.37494587498234
0.6381360078	1.6689710972	-4.39987709535973
0.6381360078	1.7180584824	-4.23810641310651
0.6381360078	1.7671458676	-3.88064451623844
0.6381360078	1.8162332529	-3.41175626960026
0.6381360078	1.8653206381	-2.94911571488321
0.6381360078	1.9144080233	-2.59473634828084
0.6381360078	1.9634954085	-2.40685689385086
0.6381360078	2.0125827937	-2.40094760608293
0.6381360078	2.0616701789	-2.55746021972643
0.6381360078	2.1107575641	-2.81830117966611
0.6381360078	2.1598449493	-3.0968277625406
0.6381360078	2.2089323346	-3.29885966712708
0.6381360078	2.2580197198	-3.37301099707581
0.6381360078	2.307107105	-3.34091673190744
0.6381360078	2.3561944902	-3.29474959404218
0.6381360078	2.4052818754	-3.34158870390372
0.6381360078	2.4543692606	-3.57953771599265
0.6381360078	2.5034566458	-4.07410959551493
0.6381360078	2.552544031	-4.85880740426518
0.6381360078	2.6016314163	-5.90946368640436
0.6381360078	2.6507188015	-7.08946177693114
0.6381360078	2.6998061867	-8.07172458020406
0.6381360078	2.7488935719	-8.44888245456499
0.6381360078	2.7979809571	-8.14736237507268
0.6381360078	2.8470683423	-7.55015852610483
0.6381360078	2.8961557275	-7.07530647730356
0.6381360078	2.9452431127	-6.94960301946439
0.6381360078	2.994330498	-7.25466831060028
0.6381360078	3.0434178832	-7.94359496353914
0.6381360078	3.0925052684	-8.69265784129391
0.6381360078	3.1415926536	-8.68454591539543
0.687223393	-3.1415926536	-8.68324247692392
0.687223393	-3.0925052684	-7.39823403158596
0.687223393	-3.0434178832	-5.23843096959446
0.687223393	-2.994330498	-3.02250050778741
0.687223393	-2.9452431127	-1.08867314757968
0.687223393	-2.8961557275	0.505265056111545
0.687223393	-2.8470683423	1.78500243210142
0.687223393	-2.7979809571	2.78978540104705
0.687223393	-2.7488935719	3.55584012712278
0.687223393	-2.6998061867	4.11397630460858
0.687223393	-2.6507188015	4.48820288250225
0.687223393	-2.6016314163	4.7030772264437
0.687223393	-2.552544031	4.77231204610917
0.687223393	-2.5034566458	4.71843390060004
0.687223393	-2.4543692606	4.54369034886648
0.687223393	-2.4052818754	4.27784225464648
0.687223393	-2.3561944902	3.91968623689587
0.687223393	-2.307107105	3.49127279832316
0.687223393	-2.2580197198	3.00521654887538
0.687223393	-2.2089323346	2.47654122037759
0.687223393	-2.1598449493	1.92051503850992
0.687223393	-2.1107575641	1.34941546491659
0.687223393	-2.0616701789	0.775207195559453
0.687223393	-2.0125827937	0.203668879318839
0.687223393	-1.9634954085	-0.358894352724806
0.687223393	-1.9144080233	-0.912466895061273
0.687223393	-1.8653206381	-1.45914691470864
0.687223393	-1.8162332529	-1.9989680340311
0.687223393	-1.7671458676	-2.53746344509798
0.687223393	-1.7180584824	-3.07963171283016
0.687223393	-1.6689710972	-3.6331310784781
0.687223393	-1.619883712	-4.20801052948374
0.687223393	-1.5707963268	-4.81402929465646
0.687223393	-1.5217089416	-5.45888159316696
0.687223393	-1.4726215564	-6.13149957989769
0.687223393	-1.4235341712	-6.80527000358544
0.687223393	-1.3744467859	-7.42295159074631
0.687223393	-1.3253594007	-7.9022721346866
0.687223393	-1.2762720155	-8.16129261355869
0.687223393	-1.2271846303	-8.16730570142647
0.687223393	-1.1780972451	-7.95584215386902
0.687223393	-1.1290098599	-7.60446203191871
0.687223393	-1.0799224747	-7.1913986161754
0.687223393	-1.0308350895	-6.77187375783239
0.687223393	-0.9817477042	-6.36662797079371
0.687223393	-0.932660319	-5.97999430302622
0.687223393	-0.8835729338	-5.5994970728283
0.687223393	-0.8344855486	-5.22025800878103
0.687223393	-0.7853981634	-4.83953754509072
0.687223393	-0.7363107782	-4.46996028231376
0.687223393	-0.687223393	-4.12887937943865
0.687223393	-0.6381360078	-3.83991535444882
0.687223393	-0.5890486225	-3.62700338789599
0.687223393	-0.5399612373	-3.51294780008135
0.687223393	-0.49087385212	-3.51450385332863
0.687223393	-0.44178646691	-3.64959054060374
0.687223393	-0.3926990817	-3.92815479616565
0.687223393	-0.34361169649	-4.35896196145911
0.687223393	-0.29452431127	-4.94250857182544
0.687223393	-0.24543692606	-5.66272843321623
0.687223393	-0.19634954085	-6.47417639325751
0.687223393	-0.14726215564	-7.27699189827402
0.687223393	-0.09817477042	-7.89251885416952
0.687223393	-0.049087385212	-8.11864539364999
0.687223393	0	-7.84861411454692
0.687223393	0.049087385212	-7.18170814181092
0.687223393	0.09817477042	-6.31844391703204
0.687223393	0.14726215564	-5.43606838899229
0.687223393	0.19634954085	-4.6351597776332
0.687223393	0.24543692606	-3.96245516004515
0.687223393	0.29452431127	-3.43392105921814
0.687223393	0.34361169649	-3.05341308235797
0.687223393	0.3926990817	-2.81427480694314
0.687223393	0.44178646691	-2.70465639333564
0.687223393	0.49087385212	-2.70779963810402
0.687223393	0.5399612373	-2.79882857143405
0.687223393	0.5890486225	-2.94201993571734
0.687223393	0.6381360078	-3.09062082082918
0.687223393	0.687223393	-3.20022659471186
0.687223393	0.7363107782	-3.23796044022714
0.687223393	0.7853981634	-3.19859238876686
0.687223393	0.8344855486	-3.1100196842211
0.687223393	0.8835729338	-3.02266333859229
0.687223393	0.932660319	-2.99025595940368
0.687223393	0.9817477042	-3.05662097435143
0.687223393	1.0308350895	-3.24271760579421
0.687223393	1.0799224747	-3.54387676472194
0.687223393	1.1290098599	-3.91602760725533
0.687223393	1.1780972451	-4.28609951764546
0.687223393	1.2271846303	-4.55644761930594
0.687223393	1.2762720155	-4.65612052943062
0.687223393	1.3253594007	-4.58387908595902
0.687223393	1.3744467859	-4.41353730559671
0.687223393	1.4235341712	-4.24448276424438
0.687223393	1.4726215564	-4.15724295221008
0.687223393	1.5217089416	-4.18537972758798
0.687223393	1.5707963268	-4.30656842168554
0.687223393	1.619883712	-4.44526686478059
0.687223393	1.6689710972	-4.48704655634545
0.687223393	1.7180584824	-4.3399130735634
0.687223393	1.7671458676	-3.99072292990726
0.687223393	1.8162332529	-3.52177779375829
0.687223393	1.8653206381	-3.05648762746552
0.687223393	1.9144080233	-2.69514283019291
0.687223393	1.9634954085	-2.49648165329113
0.687223393	2.0125827937	-2.47597093368528
0.687223393	2.0616701789	-2.60809822538743
0.687223393	2.1107575641	-2.83382940767368
0.687223393	2.1598449493	-3.06049090257314
0.687223393	2.2089323346	-3.19808943399439
0.687223393	2.2580197198	-3.20304988448662
0.687223393	2.307107105	-3.10872321842885
0.687223393	2.3561944902	-3.00993262515674
0.687223393	2.4052818754	-3.01562826836984
0.687223393	2.4543692606	-3.21687014727284
0.687223393	2.5034566458	-3.67165510517075
0.687223393	2.552544031	-4.40948044023365
0.687223393	2.6016314163	-5.40477160461981
0.687223393	2.6507188015	-6.53717917967218
0.687223393	2.6998061867	-7.51835783256521
0.687223393	2.7488935719	-7.97660292193621
0.687223393	2.7979809571	-7.80465901882462
0.687223393	2.8470683423	-7.31349268738848
0.687223393	2.8961557275	-6.89806180205806
0.687223393	2.9452431127	-6.79785019211066
0.687223393	2.994330498	-7.11018450285867
0.687223393	3.0434178832	-7.80529263367316
0.687223393	3.0925052684	-8.59017946329499
0.687223393	3.1415926536	-8.68324247692392
0.7363107782	-3.1415926536	-8.68414021729055
0.7363107782	-3.0925052684	-7.50419102466942
0.7363107782	-3.0434178832	-5.38156429426036
0.7363107782	-2.994330498	-3.15775127921059
0.7363107782	-2.9452431127	-1.2009339391932
0.7363107782	-2.8961557275	0.420230955048914
0.7363107782	-2.8470683423	1.7268672000626
0.7363107782	-2.7979809571	2.75884654488689
0.7363107782	-2.7488935719	3.55304056112107
0.7363107782	-2.6998061867	4.14203520437802
0.7363107782	-2.6507188015	4.54258183994503
0.7363107782	-2.6016314163	4.78713488281577
0.7363107782	-2.552544031	4.88287102909166
0.7363107782	-2.5034566458	4.84736962432432
0.7363107782	-2.4543692606	4.69284095213003
0.7363107782	-2.4052818754	4.43808394075075
0.7363107782	-2.3561944902	4.0895541581885
0.7363107782	-2.307107105	3.66356343148581
0.7363107782	-2.2580197198	3.17579161926618
0.7363107782	-2.2089323346	2.64448801300543
0.7363107782	-2.1598449493	2.08508816637989
0.7363107782	-2.1107575641	1.51338567491396
0.7363107782	-2.0616701789	0.940305203919684
0.7363107782	-2.0125827937	0.370235887160459
0.7363107782	-1.9634954085	-0.196093788536204
0.7363107782	-1.9144080233	-0.763707780513987
0.7363107782	-1.8653206381	-1.33514826496027
0.7363107782	-1.8162332529	-1.91177440432666
0.7363107782	-1.7671458676	-2.49287988850203
0.7363107782	-1.7180584824	-3.0740153423794
0.7363107782	-1.6689710972	-3.65416178331819
0.7363107782	-1.619883712	-4.23518439375671
0.7363107782	-1.5707963268	-4.82025006354409
0.7363107782	-1.5217089416	-5.41982085832887
0.7363107782	-1.4726215564	-6.03271778441356
0.7363107782	-1.4235341712	-6.6435654681442
0.7363107782	-1.3744467859	-7.2082506119107
0.7363107782	-1.3253594007	-7.66020391157076
0.7363107782	-1.2762720155	-7.91755855471425
0.7363107782	-1.2271846303	-7.93208977514089
0.7363107782	-1.1780972451	-7.72002420320903
0.7363107782	-1.1290098599	-7.34528403407442
0.7363107782	-1.0799224747	-6.8878138835662
0.7363107782	-1.0308350895	-6.41432760748018
0.7363107782	-0.9817477042	-5.9571736040923
0.7363107782	-0.932660319	-5.52769666471053
0.7363107782	-0.8835729338	-5.12176244614867
0.7363107782	-0.8344855486	-4.73358325091539
0.7363107782	-0.7853981634	-4.35998494908311
0.7363107782	-0.7363107782	-4.00744837620565
0.7363107782	-0.687223393	-3.68779965446554
0.7363107782	-0.6381360078	-3.42008754091124
0.7363107782	-0.5890486225	-3.22574954597567
0.7363107782	-0.5399612373	-3.12546546220344
0.7363107782	-0.49087385212	-3.14229529643293
0.7363107782	-0.44178646691	-3.29005501689727
0.7363107782	-0.3926990817	-3.5845764374905
0.7363107782	-0.34361169649	-4.0378115553642
0.7363107782	-0.29452431127	-4.65201276772725
0.7363107782	-0.24543692606	-5.41609690723091
0.7363107782	-0.19634954085	-6.2853064325786
0.7363107782	-0.14726215564	-7.15878618864246
0.7363107782	-0.09817477042	-7.846897184107
0.7363107782	-0.049087385212	-8.11927353646473
0.7363107782	0	-7.84783347841356
0.7363107782	0.049087385212	-7.14250109558987
0.7363107782	0.09817477042	-6.22789860639043
0.7363107782	0.14726215564	-5.29686288019311
0.7363107782	0.19634954085	-4.45346621176133
0.7363107782	0.24543692606	-3.7472751217941
0.7363107782	0.29452431127	-3.19321673703833
0.7363107782	0.34361169649	-2.79059104494959
0.7363107782	0.3926990817	-2.53470479818342
0.7363107782	0.44178646691	-2.41403166156782
0.7363107782	0.49087385212	-2.41162981064537
0.7363107782	0.5399612373	-2.50386156713801
0.7363107782	0.5890486225	-2.65597627870793
0.7363107782	0.6381360078	-2.82464733161241
0.7363107782	0.687223393	-2.96383684601624
0.7363107782	0.7363107782	-3.03796770827967
0.7363107782	0.7853981634	-3.03861961340194
0.7363107782	0.8344855486	-2.98624134591153
0.7363107782	0.8835729338	-2.92755619943417
0.7363107782	0.932660319	-2.9148750631864
0.7363107782	0.9817477042	-2.9931193485118
0.7363107782	1.0308350895	-3.18546841639831
0.7363107782	1.0799224747	-3.49030781822029
0.7363107782	1.1290098599	-3.87061410553129
0.7363107782	1.1780972451	-4.25662507074374
0.7363107782	1.2271846303	-4.55718616682663
0.7363107782	1.2762720155	-4.69853764959663
0.7363107782	1.3253594007	-4.67102075594168
0.7363107782	1.3744467859	-4.53925454083268
0.7363107782	1.4235341712	-4.40082231449288
0.7363107782	1.4726215564	-4.33549038735154
0.7363107782	1.5217089416	-4.37745263832087
0.7363107782	1.5707963268	-4.50661826001536
0.7363107782	1.619883712	-4.64778941354679
0.7363107782	1.6689710972	-4.68586120541354
0.7363107782	1.7180584824	-4.52637787732052
0.7363107782	1.7671458676	-4.16303782000261
0.7363107782	1.8162332529	-3.68150144688841
0.7363107782	1.8653206381	-3.202083499413
0.7363107782	1.9144080233	-2.82800393417852
0.7363107782	1.9634954085	-2.61523879429521
0.7363107782	2.0125827937	-2.57544665078848
0.7363107782	2.0616701789	-2.67761656794857
0.7363107782	2.1107575641	-2.8554264639558
0.7363107782	2.1598449493	-3.01748730783615
0.7363107782	2.2089323346	-3.07838908323876
0.7363107782	2.2580197198	-3.00667285449001
0.7363107782	2.307107105	-2.84925821466162
0.7363107782	2.3561944902	-2.70401308725628
0.7363107782	2.4052818754	-2.6737348236556
0.7363107782	2.4543692606	-2.84353013100066
0.7363107782	2.5034566458	-3.26513485095091
0.7363107782	2.552544031	-3.96240645149789
0.7363107782	2.6016314163	-4.91201186992533
0.7363107782	2.6507188015	-5.99793662394295
0.7363107782	2.6998061867	-6.97323819449767
0.7363107782	2.7488935719	-7.49699084723305
0.7363107782	2.7979809571	-7.44216107772436
0.7363107782	2.8470683423	-7.05835756834186
0.7363107782	2.8961557275	-6.70752458595493
0.7363107782	2.9452431127	-6.63830358105863
0.7363107782	2.994330498	-6.96392306005734
0.7363107782	3.0434178832	-7.66805374139309
0.7363107782	3.0925052684	-8.49099319272464
0.7363107782	3.1415926536	-8.68414021729055
0.7853981634	-3.1415926536	-8.68397253398058
0.7853981634	-3.0925052684	-7.61581479172626
0.7853981634	-3.0434178832	-5.53725952760606
0.7853981634	-2.994330498	-3.3080914675958
0.7853981634	-2.9452431127	-1.33149504770348
0.7853981634	-2.8961557275	0.313422877487019
0.7853981634	-2.8470683423	1.64568758683758
0.7853981634	-2.7979809571	2.70354566619801
0.7853981634	-2.7488935719	3.52396109630576
0.7853981634	-2.6998061867	4.13633421354571
0.7853981634	-2.6507188015	4.5661383831392
0.7853981634	-2.6016314163	4.83206026704768
0.7853981634	-2.552544031	4.95378573183603
0.7853981634	-2.5034566458	4.93667820076236
0.7853981634	-2.4543692606	4.80073552037118
0.7853981634	-2.4052818754	4.55551285543039
0.7853981634	-2.3561944902	4.21388865545842
0.7853981634	-2.307107105	3.78602109197282
0.7853981634	-2.2580197198	3.29489405008412
0.7853981634	-2.2089323346	2.75809736969169
0.7853981634	-2.1598449493	2.19343102274374
0.7853981634	-2.1107575641	1.61906146454567
0.7853981634	-2.0616701789	1.04439541906292
0.7853981634	-2.0125827937	0.473380554694356
0.7853981634	-1.9634954085	-0.0980762924033884
0.7853981634	-1.9144080233	-0.679285102928467
0.7853981634	-1.8653206381	-1.27579639192985
0.7853981634	-1.8162332529	-1.89001561619007
0.7853981634	-1.7671458676	-2.51456989981935
0.7853981634	-1.7180584824	-3.13967263261675
0.7853981634	-1.6689710972	-3.75146925413291
0.7853981634	-1.619883712	-4.33940409916842
0.7853981634	-1.5707963268	-4.90635157652279
0.7853981634	-1.5217089416	-5.45666374858209
0.7853981634	-1.4726215564	-6.00294641640595
0.7853981634	-1.4235341712	-6.53939121586744
0.7853981634	-1.3744467859	-7.0394936301467
0.7853981634	-1.3253594007	-7.44390184173598
0.7853981634	-1.2762720155	-7.68240335541679
0.7853981634	-1.2271846303	-7.69346544117817
0.7853981634	-1.1780972451	-7.47646348044305
0.7853981634	-1.1290098599	-7.08392588565181
0.7853981634	-1.0799224747	-6.59172086002296
0.7853981634	-1.0308350895	-6.07133639820058
0.7853981634	-0.9817477042	-5.56518039536018
0.7853981634	-0.932660319	-5.09334845738243
0.7853981634	-0.8835729338	-4.65843031551052
0.7853981634	-0.8344855486	-4.25846028307419
0.7853981634	-0.7853981634	-3.88710073042339
0.7853981634	-0.7363107782	-3.54714516668995
0.7853981634	-0.687223393	-3.24846116442581
0.7853981634	-0.6381360078	-3.00268519810388
0.7853981634	-0.5890486225	-2.8298199675786
0.7853981634	-0.5399612373	-2.74974778527303
0.7853981634	-0.49087385212	-2.78358098023694
0.7853981634	-0.44178646691	-2.94936124313586
0.7853981634	-0.3926990817	-3.2637778217389
0.7853981634	-0.34361169649	-3.73967792585031
0.7853981634	-0.29452431127	-4.38276352376059
0.7853981634	-0.24543692606	-5.18610813023403
0.7853981634	-0.19634954085	-6.1075576976709
0.7853981634	-0.14726215564	-7.04540775623392
0.7853981634	-0.09817477042	-7.80365842392214
0.7853981634	-0.049087385212	-8.11805305446519
0.7853981634	0	-7.84992599224945
0.7853981634	0.049087385212	-7.1052036713418
0.7853981634	0.09817477042	-6.14168244752552
0.7853981634	0.14726215564	-5.16157639588725
0.7853981634	0.19634954085	-4.27886992075196
0.7853981634	0.24543692606	-3.5385189648184
0.7853981634	0.29452431127	-2.95603409302777
0.7853981634	0.34361169649	-2.5294705525533
0.7853981634	0.3926990817	-2.25288265330429
0.7853981634	0.44178646691	-2.11560102080531
0.7853981634	0.49087385212	-2.10046867076282
0.7853981634	0.5399612373	-2.18519549108367
0.7853981634	0.5890486225	-2.33894032898563
0.7853981634	0.6381360078	-2.52052308655041
0.7853981634	0.687223393	-2.6861788379483
0.7853981634	0.7363107782	-2.80028463020886
0.7853981634	0.7853981634	-2.84977921055182
0.7853981634	0.8344855486	-2.84872582957468
0.7853981634	0.8835729338	-2.835001303196
0.7853981634	0.932660319	-2.85892885031831
0.7853981634	0.9817477042	-2.9630545291676
0.7853981634	1.0308350895	-3.17334671313854
0.7853981634	1.0799224747	-3.49010540389009
0.7853981634	1.1290098599	-3.884010300976
0.7853981634	1.1780972451	-4.2924951791817
0.7853981634	1.2271846303	-4.63049900361462
